,state,action,reward,next_state,done
27,"[498.85519409 498.38644409 492.81182861 500.4208374  479.74783325
 480.40597534]",0,0.63814208984375,"[498.38644409 492.81182861 500.4208374  479.74783325 480.40597534
 494.73651123]",False
28,"[498.38644409 492.81182861 500.4208374  479.74783325 480.40597534
 494.73651123]",0,28.66107177734375,"[492.81182861 500.4208374  479.74783325 480.40597534 494.73651123
 492.14364624]",False
29,"[492.81182861 500.4208374  479.74783325 480.40597534 494.73651123
 492.14364624]",2,-7.798594970703125,"[500.4208374  479.74783325 480.40597534 494.73651123 492.14364624
 440.16690063]",False
30,"[500.4208374  479.74783325 480.40597534 494.73651123 492.14364624
 440.16690063]",2,-103.9534912109375,"[479.74783325 480.40597534 494.73651123 492.14364624 440.16690063
 442.07168579]",False
31,"[479.74783325 480.40597534 494.73651123 492.14364624 440.16690063
 442.07168579]",2,1.90478515625,"[480.40597534 494.73651123 492.14364624 440.16690063 442.07168579
 431.43093872]",False
32,"[480.40597534 494.73651123 492.14364624 440.16690063 442.07168579
 431.43093872]",2,0.0,"[494.73651123 492.14364624 440.16690063 442.07168579 431.43093872
 428.98773193]",False
33,"[494.73651123 492.14364624 440.16690063 442.07168579 431.43093872
 428.98773193]",1,-0.01,"[492.14364624 440.16690063 442.07168579 431.43093872 428.98773193
 437.98294067]",False
34,"[492.14364624 440.16690063 442.07168579 431.43093872 428.98773193
 437.98294067]",0,-0.01,"[440.16690063 442.07168579 431.43093872 428.98773193 437.98294067
 440.46606445]",False
35,"[440.16690063 442.07168579 431.43093872 428.98773193 437.98294067
 440.46606445]",2,2.463123779296875,"[442.07168579 431.43093872 428.98773193 437.98294067 440.46606445
 450.71780396]",False
36,"[442.07168579 431.43093872 428.98773193 437.98294067 440.46606445
 450.71780396]",2,0.0,"[431.43093872 428.98773193 437.98294067 440.46606445 450.71780396
 464.40011597]",False
37,"[431.43093872 428.98773193 437.98294067 440.46606445 450.71780396
 464.40011597]",2,0.0,"[428.98773193 437.98294067 440.46606445 450.71780396 464.40011597
 466.95309448]",False
38,"[428.98773193 437.98294067 440.46606445 450.71780396 464.40011597
 466.95309448]",2,0.0,"[437.98294067 440.46606445 450.71780396 464.40011597 466.95309448
 471.30111694]",False
39,"[437.98294067 440.46606445 450.71780396 464.40011597 466.95309448
 471.30111694]",0,-0.02,"[440.46606445 450.71780396 464.40011597 466.95309448 471.30111694
 474.11334229]",False
40,"[440.46606445 450.71780396 464.40011597 466.95309448 471.30111694
 474.11334229]",0,2.812225341796875,"[450.71780396 464.40011597 466.95309448 471.30111694 474.11334229
 474.89120483]",False
41,"[450.71780396 464.40011597 466.95309448 471.30111694 474.11334229
 474.89120483]",2,1.53572509765625,"[464.40011597 466.95309448 471.30111694 474.11334229 474.89120483
 466.72372437]",False
42,"[464.40011597 466.95309448 471.30111694 474.11334229 474.89120483
 466.72372437]",0,-8.18748046875,"[466.95309448 471.30111694 474.11334229 474.89120483 466.72372437
 470.5531311 ]",False
43,"[466.95309448 471.30111694 474.11334229 474.89120483 466.72372437
 470.5531311 ]",2,7.6388134765625,"[471.30111694 474.11334229 474.89120483 466.72372437 470.5531311
 480.21652222]",False
44,"[471.30111694 474.11334229 474.89120483 466.72372437 470.5531311
 480.21652222]",1,9.65339111328125,"[474.11334229 474.89120483 466.72372437 470.5531311  480.21652222
 471.92935181]",False
45,"[474.11334229 474.89120483 466.72372437 470.5531311  480.21652222
 471.92935181]",2,-8.29717041015625,"[474.89120483 466.72372437 470.5531311  480.21652222 471.92935181
 470.61300659]",False
46,"[474.89120483 466.72372437 470.5531311  480.21652222 471.92935181
 470.61300659]",2,0.0,"[466.72372437 470.5531311  480.21652222 471.92935181 470.61300659
 467.55142212]",False
47,"[466.72372437 470.5531311  480.21652222 471.92935181 470.61300659
 467.55142212]",2,0.0,"[470.5531311  480.21652222 471.92935181 470.61300659 467.55142212
 463.35299683]",False
48,"[470.5531311  480.21652222 471.92935181 470.61300659 467.55142212
 463.35299683]",2,0.0,"[480.21652222 471.92935181 470.61300659 467.55142212 463.35299683
 466.49432373]",False
49,"[480.21652222 471.92935181 470.61300659 467.55142212 463.35299683
 466.49432373]",1,-0.01,"[471.92935181 470.61300659 467.55142212 463.35299683 466.49432373
 464.49984741]",False
50,"[471.92935181 470.61300659 467.55142212 463.35299683 466.49432373
 464.49984741]",2,-0.01,"[470.61300659 467.55142212 463.35299683 466.49432373 464.49984741
 476.90563965]",False
