,state,action,reward,next_state,done
100,"[410.97671509 411.0362854  417.4284668  412.17776489 403.3041687
 407.20220947]",2,3.888040771484375,"[411.0362854  417.4284668  412.17776489 403.3041687  407.20220947
 404.28860474]",False
101,"[411.0362854  417.4284668  412.17776489 403.3041687  407.20220947
 404.28860474]",0,-0.02,"[417.4284668  412.17776489 403.3041687  407.20220947 404.28860474
 401.80258179]",False
102,"[417.4284668  412.17776489 403.3041687  407.20220947 404.28860474
 401.80258179]",2,-2.50602294921875,"[412.17776489 403.3041687  407.20220947 404.28860474 401.80258179
 400.53964233]",False
103,"[412.17776489 403.3041687  407.20220947 404.28860474 401.80258179
 400.53964233]",0,-0.02,"[403.3041687  407.20220947 404.28860474 401.80258179 400.53964233
 399.93304443]",False
104,"[403.3041687  407.20220947 404.28860474 401.80258179 400.53964233
 399.93304443]",1,-0.616597900390625,"[407.20220947 404.28860474 401.80258179 400.53964233 399.93304443
 409.35015869]",False
105,"[407.20220947 404.28860474 401.80258179 400.53964233 399.93304443
 409.35015869]",0,9.4071142578125,"[404.28860474 401.80258179 400.53964233 399.93304443 409.35015869
 408.04748535]",False
106,"[404.28860474 401.80258179 400.53964233 399.93304443 409.35015869
 408.04748535]",0,-2.6053466796875,"[401.80258179 400.53964233 399.93304443 409.35015869 408.04748535
 405.26312256]",False
107,"[401.80258179 400.53964233 399.93304443 409.35015869 408.04748535
 405.26312256]",0,-8.35308837890625,"[400.53964233 399.93304443 409.35015869 408.04748535 405.26312256
 405.20349121]",False
108,"[400.53964233 399.93304443 409.35015869 408.04748535 405.26312256
 405.20349121]",1,-0.248525390625,"[399.93304443 409.35015869 408.04748535 405.26312256 405.20349121
 405.44213867]",False
109,"[399.93304443 409.35015869 408.04748535 405.26312256 405.20349121
 405.44213867]",0,0.94458984375,"[409.35015869 408.04748535 405.26312256 405.20349121 405.44213867
 411.32907104]",False
110,"[409.35015869 408.04748535 405.26312256 405.20349121 405.44213867
 411.32907104]",0,29.434661865234375,"[408.04748535 405.26312256 405.20349121 405.44213867 411.32907104
 413.1786499 ]",False
111,"[408.04748535 405.26312256 405.20349121 405.44213867 411.32907104
 413.1786499 ]",0,11.09747314453125,"[405.26312256 405.20349121 405.44213867 411.32907104 413.1786499
 412.60189819]",False
112,"[405.26312256 405.20349121 405.44213867 411.32907104 413.1786499
 412.60189819]",2,-4.057261962890625,"[405.20349121 405.44213867 411.32907104 413.1786499  412.60189819
 400.40045166]",False
113,"[405.20349121 405.44213867 411.32907104 413.1786499  412.60189819
 400.40045166]",1,-73.21867919921876,"[405.44213867 411.32907104 413.1786499  412.60189819 400.40045166
 399.84356689]",False
